request_id,request_type,node_id,node_type,runner,start_timestamp,completion_timestamp
254,2,1,TOKEN,h100-80gb_32,8.882476957562524,11.35779788086219
254,2,2,KVCacheTransfer,DummyLink,8.620786049179882,8.639739754013867
157,2,0,PROMPT,h100-80gb_10,5.463023386640251,5.608571594021547
157,2,1,TOKEN,h100-80gb_33,6.081675881748981,11.389444137428375
157,2,2,KVCacheTransfer,DummyLink,5.608571594021547,5.629843108914125
161,2,0,PROMPT,h100-80gb_5,5.582073893857027,5.631557062005099
161,2,1,TOKEN,h100-80gb_33,6.081675881748981,11.424833022229933
161,2,2,KVCacheTransfer,DummyLink,5.631557062005099,5.634940317009981
114,2,0,PROMPT,h100-80gb_3,3.901924793611341,3.9675356184135473
114,2,1,TOKEN,h100-80gb_34,6.243711614648596,11.445365120709928
114,2,2,KVCacheTransfer,DummyLink,3.9675356184135473,3.9750871931205785
293,2,0,PROMPT,h100-80gb_7,9.649669275883152,10.129962337433394
293,2,1,TOKEN,h100-80gb_34,10.27767466042167,11.445365120709928
293,2,2,KVCacheTransfer,DummyLink,10.129962337433394,10.190225398956832
139,2,0,PROMPT,h100-80gb_4,4.976023505554225,5.144842860867727
139,2,1,TOKEN,h100-80gb_38,5.250164022134107,11.541453816608383
139,2,2,KVCacheTransfer,DummyLink,5.144842860867727,5.169834087064016
172,2,0,PROMPT,h100-80gb_4,6.011562306228044,6.149743265771506
172,2,1,TOKEN,h100-80gb_33,6.5416048662518875,11.566388561436165
172,2,2,KVCacheTransfer,DummyLink,6.149743265771506,6.169837183618186
320,2,0,PROMPT,h100-80gb_5,10.907478902366838,11.025896144843378
320,2,1,TOKEN,h100-80gb_33,11.070924709919375,11.566388561436165
320,2,2,KVCacheTransfer,DummyLink,11.025896144843378,11.042681575751581
35,2,0,PROMPT,h100-80gb_2,1.3636666659008438,1.5023153872117871
35,2,1,TOKEN,h100-80gb_33,4.5607616035235194,11.601770958139397
35,2,2,KVCacheTransfer,DummyLink,1.5023153872117871,1.522484073124873
321,2,0,PROMPT,h100-80gb_2,10.948373643421784,11.070952716630055
321,2,1,TOKEN,h100-80gb_26,11.388624313520692,11.707299455389508
321,2,2,KVCacheTransfer,DummyLink,11.070952716630055,11.088448444169117
197,2,0,PROMPT,h100-80gb_5,6.792492778799137,7.43781959396916
197,2,1,TOKEN,h100-80gb_33,8.310598183496165,11.743300544952328
197,2,2,KVCacheTransfer,DummyLink,7.43781959396916,7.513970869603926
304,2,0,PROMPT,h100-80gb_1,10.201925056847394,10.268218445115544
304,2,1,TOKEN,h100-80gb_33,10.398496970099817,11.814058850260468
304,2,2,KVCacheTransfer,DummyLink,10.268218445115544,10.275900863938785
335,2,0,PROMPT,h100-80gb_10,11.332081855665416,11.401007988730777
335,2,1,TOKEN,h100-80gb_33,11.424833022229933,11.955568972778421
335,2,2,KVCacheTransfer,DummyLink,11.401007988730777,11.409195092002262
272,2,0,PROMPT,h100-80gb_2,8.992903089768722,9.040531620399113
272,2,1,TOKEN,h100-80gb_26,10.468393278861155,12.061366726109044
272,2,2,KVCacheTransfer,DummyLink,9.040531620399113,9.042382130042668
202,2,0,PROMPT,h100-80gb_10,6.890524212025725,7.031511742174076
202,2,1,TOKEN,h100-80gb_29,7.077120639837383,12.063320061794732
202,2,2,KVCacheTransfer,DummyLink,7.031511742174076,7.052054268419194
221,2,0,PROMPT,h100-80gb_0,7.520706767166965,7.661694297315316
221,2,1,TOKEN,h100-80gb_34,7.8712402260632,12.082322874498857
221,2,2,KVCacheTransfer,DummyLink,7.661694297315316,7.682236823560434
302,2,0,PROMPT,h100-80gb_1,10.0549493625909,10.12007264206029
302,2,1,TOKEN,h100-80gb_33,10.256941430893585,12.097092071493027
302,2,2,KVCacheTransfer,DummyLink,10.12007264206029,10.127530756684314
107,2,0,PROMPT,h100-80gb_10,3.5896531185550127,4.054607748886475
107,2,1,TOKEN,h100-80gb_29,6.582107711154223,12.1694088590195
107,2,2,KVCacheTransfer,DummyLink,4.054607748886475,4.113394141098389
86,2,0,PROMPT,h100-80gb_1,2.906628005078229,2.9573777549456928
86,2,1,TOKEN,h100-80gb_27,3.4047584661247914,12.207724795350808
86,2,2,KVCacheTransfer,DummyLink,2.9573777549456928,2.9618077628802633
153,2,0,PROMPT,h100-80gb_1,5.42567945831858,5.595785158492657
153,2,1,TOKEN,h100-80gb_34,6.243711614648596,12.365469637452113
153,2,2,KVCacheTransfer,DummyLink,5.595785158492657,5.620981996871563
344,2,0,PROMPT,h100-80gb_6,11.44674355683214,12.011495068764269
344,2,1,TOKEN,h100-80gb_34,12.082322874498857,12.365469637452113
344,2,2,KVCacheTransfer,DummyLink,12.011495068764269,12.079889157509387
224,2,0,PROMPT,h100-80gb_4,7.5670917058768605,8.130484116308592
224,2,1,TOKEN,h100-80gb_38,9.349662454063187,12.42526760288175
224,2,2,KVCacheTransfer,DummyLink,8.130484116308592,8.198747360937498
47,2,0,PROMPT,h100-80gb_0,1.709306092352579,1.8331994278971868
47,2,1,TOKEN,h100-80gb_31,1.9190827980730119,12.561677475983261
47,2,2,KVCacheTransfer,DummyLink,1.8331994278971868,1.8509194596354681
95,2,0,PROMPT,h100-80gb_6,3.164941962616751,3.298562244927268
95,2,1,TOKEN,h100-80gb_31,5.028746771536379,12.667805201797982
95,2,2,KVCacheTransfer,DummyLink,3.298562244927268,3.3179271741264866
189,2,0,PROMPT,h100-80gb_6,6.665651927522194,7.787206718996425
189,2,1,TOKEN,h100-80gb_27,7.929014349049129,12.70291290268876
189,2,2,KVCacheTransfer,DummyLink,7.787206718996425,7.911190865114589
319,2,0,PROMPT,h100-80gb_1,10.90330858913678,10.95265605210063
319,2,1,TOKEN,h100-80gb_26,11.388624313520692,12.734083186304094
319,2,2,KVCacheTransfer,DummyLink,10.95265605210063,10.955927155005904
191,2,0,PROMPT,h100-80gb_8,6.680966826345132,6.828503021238224
191,2,1,TOKEN,h100-80gb_37,7.424759734322139,12.766320802614992
191,2,2,KVCacheTransfer,DummyLink,6.828503021238224,6.850092300413029
334,2,0,PROMPT,h100-80gb_5,11.314693805730643,11.682181442747835
334,2,1,TOKEN,h100-80gb_26,11.884324980626369,12.804893396398839
334,2,2,KVCacheTransfer,DummyLink,11.682181442747835,11.731584442625765
88,2,0,PROMPT,h100-80gb_11,2.934527003462198,2.9855029286366963
88,2,1,TOKEN,h100-80gb_26,3.6088732611301664,12.840295257397049
88,2,2,KVCacheTransfer,DummyLink,2.9855029286366963,2.9901198567372824
360,2,0,PROMPT,h100-80gb_5,11.847112184216128,11.979219659362839
360,2,1,TOKEN,h100-80gb_33,12.026320789988235,12.981833655826957
360,2,2,KVCacheTransfer,DummyLink,11.979219659362839,11.998341592346238
279,2,0,PROMPT,h100-80gb_3,9.166864992466916,9.216076750246547
279,2,1,TOKEN,h100-80gb_27,9.2371800801724,12.985916927478854
279,2,2,KVCacheTransfer,DummyLink,9.216076750246547,9.219235701052211
101,2,0,PROMPT,h100-80gb_8,3.307551817918143,3.357034986066215
101,2,1,TOKEN,h100-80gb_33,4.5607616035235194,13.017225784677677
101,2,2,KVCacheTransfer,DummyLink,3.357034986066215,3.360418241071098
378,2,0,PROMPT,h100-80gb_4,12.267281105179228,12.403006315443411
378,2,1,TOKEN,h100-80gb_33,12.698670672627888,13.017225784677677
378,2,2,KVCacheTransfer,DummyLink,12.403006315443411,12.422707700941459
217,2,0,PROMPT,h100-80gb_10,7.34367732756317,7.485015679037132
217,2,1,TOKEN,h100-80gb_32,7.9634105365524395,13.020592103210166
217,2,2,KVCacheTransfer,DummyLink,7.485015679037132,7.505614281332054
246,2,0,PROMPT,h100-80gb_6,8.043251981188414,8.092395886375934
246,2,1,TOKEN,h100-80gb_37,8.521172841436206,13.049328071454248
246,2,2,KVCacheTransfer,DummyLink,8.092395886375934,8.095498761131793
203,2,0,PROMPT,h100-80gb_8,6.892825070610338,7.7081755172766035
203,2,1,TOKEN,h100-80gb_29,7.996485513370448,13.124221010239054
203,2,2,KVCacheTransfer,DummyLink,7.7081755172766035,7.801392604068596
362,2,0,PROMPT,h100-80gb_9,11.87558558139273,12.153178362026441
362,2,1,TOKEN,h100-80gb_33,12.415533641822119,13.158774835785586
362,2,2,KVCacheTransfer,DummyLink,12.153178362026441,12.193926958217848
396,2,0,PROMPT,h100-80gb_11,12.755793907116942,12.822574840717909
396,2,1,TOKEN,h100-80gb_27,12.879760005221668,13.198221039845738
